Unnamed: 0.1,Unnamed: 0,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
1049771,1049771,3,3878.39,12283.0,8404.61,0.0,0.0,0
2500952,2500952,3,3930.84,101024.0,97093.16,0.0,0.0,0
5731494,5731494,3,22365.09,4020.0,0.0,0.0,0.0,0
3148746,3148746,3,3960.24,195859.64,191899.4,0.0,0.0,0
460037,460037,3,3854.73,59416.86,55562.13,0.0,0.0,0
2217564,2217564,1,313614.19,1305.0,0.0,73985.83,387600.02,0
4341363,4341363,3,3999.28,5591.0,1591.72,0.0,0.0,0
3382238,3382238,3,3967.64,148049.0,144081.36,0.0,0.0,0
1679136,1679136,3,3903.02,69464.0,65560.98,0.0,0.0,0
5747025,5747025,1,136813.92,1696.0,0.0,84847.63,221661.55,0
5442459,5442459,1,1907.12,7084.0,5176.88,119972.86,121879.98,0
5523505,5523505,3,4040.9,59709.0,55668.1,0.0,0.0,0
5794453,5794453,3,4049.74,16112.33,12062.58,0.0,0.0,0
4841868,4841868,1,1808.15,14043.0,12234.85,429.66,2237.81,0
5260055,5260055,3,4038.63,223049.0,219010.37,0.0,0.0,0
2995576,2995576,3,3952.69,117810.0,113857.31,0.0,0.0,0
2703149,2703149,3,3935.75,4523.0,587.25,0.0,0.0,0
2368778,2368778,3,3927.73,41900.29,37972.56,0.0,0.0,0
2876183,2876183,3,3945.85,20664.0,16718.15,0.0,0.0,0
100971,100971,3,3848.18,324791.29,320943.11,0.0,0.0,0
1867372,1867372,1,141187.65,1515.0,0.0,35760.93,176948.59,0
5343511,5343511,2,2975.88,11129.0,8153.12,69012.11,71987.99,0
2078908,2078908,4,1367980.08,3041.0,0.0,0.0,1458922.3,0
5137348,5137348,3,4026.57,57326.0,53299.43,0.0,0.0,0
640911,640911,3,3862.43,105173.0,101310.57,0.0,0.0,0
6063077,6063077,3,4063.08,20791.0,16727.92,0.0,0.0,0
5017321,5017321,1,16731.8,3858.0,0.0,3199092.7,3215824.5,0
1957059,1957059,3,6738.23,3907.48,0.0,0.0,0.0,0
5473558,5473558,3,4044.94,295129.96,291085.01,0.0,0.0,0
3748738,3748738,4,381671.61,4540.0,0.0,13238.4,394910.01,0
1882390,1882390,4,500011.22,4319.0,0.0,38716.05,538727.27,0
3586561,3586561,3,3968.82,30401.0,26432.18,0.0,0.0,0
3928250,3928250,3,5935.51,30974.0,25038.49,0.0,0.0,0
2920514,2920514,3,5827.31,187610.0,181782.69,0.0,0.0,0
4009746,4009746,3,35549.12,5886.0,0.0,0.0,0.0,0
2540674,2540674,4,96558.9,10900.0,0.0,4520110.53,4666594.43,0
1116716,1116716,3,5610.1,11014.0,5403.9,0.0,0.0,0
3169862,3169862,3,5851.02,100357.0,94505.98,0.0,0.0,0
6062659,6062659,3,6181.25,27011.86,20830.61,0.0,0.0,0
1825219,1825219,3,5691.34,6616.18,924.84,0.0,0.0,0
4884617,4884617,3,8293.45,6040.0,0.0,0.0,0.0,0
3658820,3658820,3,5903.69,9704.73,3801.04,0.0,0.0,0
4619270,4619270,3,6029.89,322420.19,316390.3,0.0,0.0,0
4799694,4799694,1,196906.16,3723.0,0.0,1384885.74,1581791.9,0
584460,584460,3,5549.84,31841.0,26291.16,0.0,0.0,0
4159564,4159564,3,25624.11,5922.73,0.0,0.0,0.0,0
4995683,4995683,1,257546.41,2586.0,0.0,29754.01,287300.43,0
3852857,3852857,1,2753.38,24719.0,21965.62,0.0,2753.38,0
1018318,1018318,3,5603.42,92885.14,87281.72,0.0,0.0,0
1442853,1442853,3,5649.3,51565.0,45915.7,0.0,0.0,0
191660,191660,3,5505.92,56607.58,51101.66,0.0,0.0,0
1233118,1233118,3,55788.49,5526.0,0.0,0.0,0.0,0
1474594,1474594,3,5654.08,59872.0,54217.92,0.0,0.0,0
1907968,1907968,3,5710.23,184701.16,178990.92,0.0,0.0,0
2374704,2374704,3,5756.24,25962.0,20205.76,0.0,0.0,0
1289558,1289558,3,5630.46,21733.0,16102.54,0.0,0.0,0
1001413,1001413,3,5597.14,26864.41,21267.27,0.0,0.0,0
2052373,2052373,1,2759.75,55973.0,53213.25,266804.62,269564.38,0
4660582,4660582,3,6023.75,101515.0,95491.25,0.0,0.0,0
4652526,4652526,2,4560.14,25171.9,20611.76,157773.43,162333.57,0
656246,656246,3,5561.15,103756.0,98194.85,0.0,0.0,0
5971254,5971254,3,6174.39,100472.0,94297.61,0.0,0.0,0
693241,693241,3,5562.91,39008.0,33445.09,0.0,0.0,0
2602234,2602234,3,5783.23,42237.94,36454.71,0.0,0.0,0
6347616,6347616,1,3042.42,53096.0,50053.58,0.0,3042.42,0
818219,818219,3,28596.08,5531.0,0.0,0.0,0.0,0
6135593,6135593,3,6190.15,30253.0,24062.85,0.0,0.0,0
3634135,3634135,3,8101.15,5896.0,0.0,0.0,0.0,0
2336686,2336686,3,5751.34,8311.61,2560.26,0.0,0.0,0
703926,703926,3,24396.97,5525.0,0.0,0.0,0.0,0
5504162,5504162,3,6117.53,33818.0,27700.47,0.0,0.0,0
5500480,5500480,3,6116.02,18327.81,12211.79,0.0,0.0,0
916490,916490,1,174845.17,2369.0,0.0,217774.21,392619.37,0
5242530,5242530,3,6087.49,32145.0,26057.51,0.0,0.0,0
4666663,4666663,3,14249.07,6004.0,0.0,0.0,0.0,0
305613,305613,3,5518.78,49522.0,44003.22,0.0,0.0,0
3682516,3682516,1,2789.39,30828.0,28038.61,70239.03,73028.41,0
883758,883758,3,5583.42,10296.0,4712.58,0.0,0.0,0
2147459,2147459,3,5741.0,254048.27,248307.27,0.0,0.0,0
4720118,4720118,3,8451.33,6021.0,0.0,0.0,0.0,0
1246431,1246431,1,10220.12,5077.0,0.0,3298271.33,3308491.45,0
2438710,2438710,3,5762.6,13108.69,7346.08,0.0,0.0,0
4184927,4184927,3,13362.56,5949.76,0.0,0.0,0.0,0
1610646,1610646,3,5666.91,14510.0,8843.09,0.0,0.0,0
3855263,3855263,3,5945.48,392860.16,386914.68,0.0,0.0,0
5141957,5141957,3,6076.86,43735.0,37658.14,0.0,0.0,0
1657584,1657584,3,5677.73,122177.29,116499.57,0.0,0.0,0
769039,769039,4,1039505.6,7343.0,0.0,1858893.3,2898398.9,0
5465777,5465777,3,6112.13,11251.0,5138.87,0.0,0.0,0
1489607,1489607,3,5653.71,18024.87,12371.16,0.0,0.0,0
5282462,5282462,1,3736.75,2916.0,0.0,0.0,3736.75,0
612412,612412,3,13761.65,5536.0,0.0,0.0,0.0,0
224248,224248,3,5512.39,112281.0,106768.61,0.0,0.0,0
672000,672000,3,5559.04,11356.0,5796.96,0.0,0.0,0
5615990,5615990,3,6132.11,57471.0,51338.89,0.0,0.0,0
541804,541804,3,10828.69,5533.0,0.0,0.0,0.0,0
4494782,4494782,4,911579.51,6633.0,0.0,228447.44,1140026.95,0
2742505,2742505,3,5799.63,55097.0,49297.37,0.0,0.0,0
503978,503978,1,273356.82,5026.0,0.0,3759116.04,4032472.86,0
2209580,2209580,3,5751.07,306850.51,301099.44,0.0,0.0,0
67432,67432,3,5572.05,1661382.44,1655810.39,0.0,0.0,0
5325559,5325559,1,534454.82,3294.0,0.0,1306221.67,1840676.5,0
5206607,5206607,3,25763.43,6044.0,0.0,0.0,0.0,0
2291822,2291822,3,5756.44,220857.6,215101.16,0.0,0.0,0
2378354,2378354,3,5765.38,211584.92,205819.54,0.0,0.0,0
4514469,4514469,3,6013.15,229184.52,223171.37,0.0,0.0,0
6099483,6099483,3,6185.46,10731.0,4545.54,0.0,0.0,0
1245545,1245545,3,13474.6,5609.0,0.0,0.0,0.0,0
4641199,4641199,3,6017.85,24652.99,18635.14,0.0,0.0,0
2067738,2067738,2,5532.52,54365.0,48832.48,1747795.77,1753328.29,0
2031589,2031589,3,5722.26,131292.55,125570.3,0.0,0.0,0
5526075,5526075,3,9017.6,6113.0,0.0,0.0,0.0,0
1137171,1137171,4,73552.28,11531.0,0.0,5518550.65,5592102.93,0
481772,481772,3,5545.61,194682.0,189136.39,0.0,0.0,0
1904268,1904268,3,5700.97,14865.14,9164.17,0.0,0.0,0
396208,396208,3,7555.11,5523.0,0.0,0.0,0.0,0
114683,114683,1,655038.24,1495.0,0.0,0.0,655038.24,0
559938,559938,3,31053.77,5496.13,0.0,0.0,0.0,0
3705788,3705788,3,5909.15,10354.0,4444.85,0.0,0.0,0
1513419,1513419,3,5658.2,51187.0,45528.8,0.0,0.0,0
2368626,2368626,3,5754.65,20951.0,15196.35,0.0,0.0,0
5388985,5388985,3,6109.05,119019.45,112910.4,0.0,0.0,0
2473488,2473488,1,25305.9,3158.97,0.0,744590.06,769895.95,0
6200220,6200220,3,16777.35,6176.0,0.0,0.0,0.0,0
6344995,6344995,3,6221.46,169132.66,162911.21,0.0,0.0,0
4497565,4497565,3,8915.15,5993.94,0.0,0.0,0.0,0
5397413,5397413,3,6143.93,790858.12,784714.19,0.0,0.0,0
2243335,2243335,1,2726.21,31238.0,28511.79,0.0,233692.48,0
1515472,1515472,3,5656.32,23471.6,17815.28,0.0,0.0,0
3035529,3035529,1,10455.8,2648.0,0.0,0.0,10455.8,0
3438920,3438920,1,163285.95,2501.0,0.0,0.0,163285.95,0
4178609,4178609,3,5985.82,455646.29,449660.47,0.0,0.0,0
4202165,4202165,3,8409.02,5961.0,0.0,0.0,0.0,0
827697,827697,4,534749.9,6503.0,0.0,0.0,534749.9,0
4049384,4049384,1,2877.99,3889.0,1011.01,130085.67,132963.66,0
6116447,6116447,3,6189.0,39861.0,33672.0,0.0,0.0,0
900401,900401,3,5585.76,30776.0,25190.24,0.0,0.0,0
822603,822603,3,25519.59,5537.0,0.0,0.0,0.0,0
2733744,2733744,3,5798.14,49542.83,43744.69,0.0,0.0,0
4114036,4114036,1,206393.46,2438.0,0.0,101130.58,63701.67,0
1417785,1417785,3,5653.29,177432.63,171779.34,0.0,0.0,0
3739469,3739469,3,5918.07,118526.03,112607.96,0.0,0.0,0
4848235,4848235,2,5044.09,47493.0,42448.91,732850.48,737894.56,0
2795285,2795285,3,5805.36,10272.0,4466.64,0.0,0.0,0
5701816,5701816,3,15392.97,6119.52,0.0,0.0,0.0,0
2754502,2754502,3,5803.1,115171.31,109368.21,0.0,0.0,0
3239233,3239233,3,5856.47,21004.0,15147.53,0.0,0.0,0
297964,297964,3,5526.14,195230.39,189704.24,0.0,0.0,0
4747746,4747746,3,6063.68,667833.84,661770.16,0.0,0.0,0
1440226,1440226,3,5647.29,21067.0,15419.71,0.0,0.0,0
6244683,6244683,3,6203.37,13609.0,7405.63,0.0,0.0,0
1750199,1750199,4,596365.29,6281.0,0.0,20759.43,230695.17,0
3849033,3849033,3,5928.69,92343.48,86414.79,0.0,0.0,0
6200157,6200157,3,6195.38,11243.0,5047.62,0.0,0.0,0
1132035,1132035,3,22721.23,5577.0,0.0,0.0,0.0,0
748148,748148,1,311478.51,5086.0,0.0,3857054.46,4168532.97,0
2993505,2993505,1,371338.58,3016.0,0.0,1036614.6,1407953.18,0
3888492,3888492,1,123223.04,2762.0,0.0,200262.39,323485.44,0
4798917,4798917,3,6036.35,19447.0,13410.65,0.0,0.0,0
205376,205376,3,5519.06,314750.49,309231.43,0.0,0.0,0
3076785,3076785,4,1400331.43,5831.0,0.0,204588.6,1604920.04,0
6310207,6310207,3,12427.91,6195.62,0.0,0.0,0.0,0
1695829,1695829,3,5679.65,31310.0,25630.35,0.0,0.0,0
3931142,3931142,3,5934.1,9292.0,3357.9,0.0,0.0,0
1690464,1690464,3,8020.86,5672.8,0.0,0.0,0.0,0
575353,575353,3,5547.11,14325.0,8777.89,0.0,0.0,0
2314765,2314765,3,5750.14,23449.0,17698.86,0.0,0.0,0
1037250,1037250,3,5599.99,11503.0,5903.01,0.0,0.0,0
6073861,6073861,3,6203.98,457545.07,451341.08,0.0,0.0,0
2746975,2746975,3,5801.52,106296.0,100494.48,0.0,0.0,0
3602471,3602471,3,5898.19,9996.0,4097.81,0.0,0.0,0
4436002,4436002,2,4461.14,72437.0,67975.86,63434.95,67896.09,0
4716331,4716331,3,8252.41,6022.0,0.0,0.0,0.0,0
5638441,5638441,2,4599.61,102000.32,97400.71,58844.63,63444.24,0
911992,911992,3,9952.11,5577.0,0.0,0.0,0.0,0
4514042,4514042,3,6001.97,20927.0,14925.03,0.0,0.0,0
2320626,2320626,3,5750.98,17526.0,11775.02,0.0,0.0,0
4267676,4267676,3,17656.17,5952.58,0.0,0.0,0.0,0
1152481,1152481,1,211249.52,2178.0,0.0,0.0,211249.52,0
3930084,3930084,3,5937.78,50317.0,44379.22,0.0,0.0,0
4528762,4528762,1,66574.64,3031.0,0.0,350544.27,417118.91,0
2632705,2632705,3,5785.47,40105.57,34320.09,0.0,0.0,0
1763437,1763437,3,5686.6,21478.25,15791.66,0.0,0.0,0
3728916,3728916,3,21653.18,5879.0,0.0,0.0,0.0,0
1863133,1863133,3,5703.64,189290.55,183586.91,0.0,0.0,0
2534760,2534760,3,5820.33,970066.13,964245.81,0.0,0.0,0
3626734,3626734,3,5898.52,6583.83,685.31,0.0,0.0,0
2427934,2427934,4,296659.26,7770.0,0.0,976404.44,1273063.7,0
5568184,5568184,1,227474.09,2693.0,0.0,31775.57,259249.66,0
3380806,3380806,3,5893.1,429004.27,423111.16,0.0,0.0,0
529974,529974,3,21305.33,5513.0,0.0,0.0,0.0,0
571796,571796,3,5545.54,10707.0,5161.46,0.0,0.0,0
352655,352655,3,16040.41,5502.0,0.0,0.0,0.0,0
1792556,1792556,3,5689.18,9873.18,4184.0,0.0,0.0,0
168576,168576,1,668649.53,1028.0,0.0,4477.28,0.0,0
1039084,1039084,3,5602.51,19911.0,14308.49,0.0,0.0,0
4745331,4745331,3,7005.37,6025.0,0.0,0.0,0.0,0
175836,175836,3,5504.96,55892.0,50387.04,0.0,0.0,0
1980704,1980704,3,5717.44,144370.5,138653.06,0.0,0.0,0
2330727,2330727,3,5752.33,22163.0,16410.67,0.0,0.0,0
5678237,5678237,3,6142.8,108254.0,102111.2,0.0,0.0,0
3633722,3633722,1,2869.89,21987.0,19117.11,176146.74,179016.63,0
2223175,2223175,3,5739.78,29900.0,24160.22,0.0,0.0,0
3080019,3080019,3,12455.57,5825.0,0.0,0.0,0.0,0
3866225,3866225,3,26161.26,5889.17,0.0,0.0,0.0,0
4724174,4724174,3,6027.53,49756.0,43728.47,0.0,0.0,0
997167,997167,1,335880.89,2433.79,0.0,543588.36,879469.25,0
3418986,3418986,3,5877.96,32995.35,27117.39,0.0,0.0,0
2558518,2558518,1,87304.79,2494.0,0.0,0.0,87304.79,0
612240,612240,2,4396.47,55090.0,50693.53,462864.49,549737.25,0
5037440,5037440,3,6071.64,158289.45,152217.81,0.0,0.0,0
5958475,5958475,3,6170.83,14851.0,8680.17,0.0,0.0,0
4265605,4265605,3,5973.26,19929.29,13956.02,0.0,0.0,0
5165900,5165900,3,6079.52,36623.0,30543.48,0.0,0.0,0
3679292,3679292,3,5907.32,52890.21,46982.89,0.0,0.0,0
4107330,4107330,1,183778.66,2551.0,0.0,0.0,183778.66,0
3308896,3308896,3,16759.73,5840.84,0.0,0.0,0.0,0
3429803,3429803,3,5878.79,19951.0,14072.21,0.0,0.0,0
3939560,3939560,3,31020.82,5888.04,0.0,0.0,0.0,0
804561,804561,3,5574.98,64190.85,58615.87,0.0,0.0,0
5459314,5459314,1,222512.19,4061.0,0.0,1755428.21,1977940.4,0
5383583,5383583,3,6101.38,11367.0,5265.62,0.0,0.0,0
4014570,4014570,3,5947.04,46843.0,40895.96,0.0,0.0,0
2301711,2301711,3,5748.42,26944.73,21196.31,0.0,0.0,0
1890259,1890259,3,5697.79,10039.0,4341.21,0.0,0.0,0
5448245,5448245,3,6117.06,127138.79,121021.73,0.0,0.0,0
422205,422205,3,5578.04,993844.6,988266.55,0.0,0.0,0
5384370,5384370,3,6104.43,19015.93,12911.5,0.0,0.0,0
23575,23575,3,5502.06,391575.76,386073.71,0.0,0.0,0
5842747,5842747,3,6157.68,34314.86,28157.18,0.0,0.0,0
3178572,3178572,2,4426.21,60861.0,56434.79,200037.53,204463.73,0
1518234,1518234,1,173103.33,2268.0,0.0,0.0,173103.33,0
3840170,3840170,3,5934.56,235794.44,229859.88,0.0,0.0,0
500559,500559,4,344760.01,7044.0,0.0,426740.21,771500.22,0
4789717,4789717,3,11808.18,6024.06,0.0,0.0,0.0,0
3842428,3842428,3,7990.48,5921.0,0.0,0.0,0.0,0
5252503,5252503,3,6087.35,31131.0,25043.65,0.0,0.0,0
4764795,4764795,3,6032.85,11863.0,5830.15,0.0,0.0,0
2657771,2657771,3,5798.96,206367.0,200568.04,0.0,0.0,0
4933837,4933837,1,311392.32,3759.82,0.0,1594248.25,1905640.57,0
4439600,4439600,1,118324.43,2744.0,0.0,89393.37,207717.8,0
3314550,3314550,3,5875.89,221945.02,216069.13,0.0,0.0,0
5692578,5692578,1,3391.95,14608.0,11216.05,536098.2,539490.15,0
5004345,5004345,3,6061.08,72489.0,66427.92,0.0,0.0,0
3826131,3826131,3,5931.41,201119.0,195187.59,0.0,0.0,0
4991428,4991428,1,131719.99,2722.0,0.0,270.24,131990.24,0
5473081,5473081,3,6116.61,104683.0,98566.39,0.0,0.0,0
3650401,3650401,3,5914.12,218839.6,212925.48,0.0,0.0,0
5109010,5109010,1,285989.68,2540.0,0.0,0.0,285989.68,0
1671487,1671487,3,5690.07,315070.06,309379.99,0.0,0.0,0
6347455,6347455,3,6216.44,50104.0,43887.56,0.0,0.0,0
4194172,4194172,2,4426.08,162353.0,157926.92,46687.1,51113.17,0
1389973,1389973,3,5641.85,31027.0,25385.15,0.0,0.0,0
3942845,3942845,3,5942.77,109249.0,103306.23,0.0,0.0,0
2989377,2989377,3,5825.61,20452.33,14626.72,0.0,0.0,0
2876962,2876962,1,174120.86,2421.0,0.0,0.0,174120.86,0
5146828,5146828,3,7506.37,6071.0,0.0,0.0,0.0,0
781934,781934,3,5573.11,29486.0,23912.89,0.0,0.0,0
5895912,5895912,3,6168.75,171075.23,164906.48,0.0,0.0,0
7265,7265,4,27609.08,7050.0,0.0,721.42,28330.5,0
4067159,4067159,3,5951.61,11142.0,5190.39,0.0,0.0,0
5841062,5841062,3,6154.63,22421.0,16266.37,0.0,0.0,0
1823401,1823401,2,4277.58,16870.0,12592.42,211313.39,215590.97,0
4315508,4315508,1,2811.03,47268.0,44456.97,6000.72,8811.75,0
5271873,5271873,3,6106.06,326060.45,319954.38,0.0,0.0,0
2524550,2524550,2,4252.23,106077.0,101824.77,76124.45,80376.68,0
4516529,4516529,1,54504.5,5160.0,0.0,2997753.35,3052257.86,0
1965259,1965259,1,211911.62,3912.0,0.0,2057911.48,2269823.1,0
373409,373409,1,2886.36,304774.0,301887.64,528801.91,673653.88,0
2869313,2869313,1,397873.2,2170.0,0.0,40447.35,438320.55,0
1941472,1941472,3,5708.45,107994.0,102285.55,0.0,0.0,0
6361221,6361221,3,6215.29,23479.0,17263.71,0.0,0.0,0
6092594,6092594,3,6210.35,503068.0,496857.65,0.0,0.0,0
163481,163481,3,5629.78,5498.0,0.0,0.0,0.0,0
2770200,2770200,3,5802.54,10458.0,4655.46,0.0,0.0,0
1973473,1973473,1,249415.04,2222.0,0.0,0.0,249415.04,0
5055680,5055680,3,6065.01,30845.0,24779.99,0.0,0.0,0
568238,568238,2,4955.35,75009.0,70053.65,1238623.28,1243578.63,0
3892058,3892058,3,5932.68,35811.0,29878.32,0.0,0.0,0
4475202,4475202,3,5996.75,10957.0,4960.25,0.0,0.0,0
6123914,6123914,3,6186.81,8349.0,2162.19,0.0,0.0,0
4249946,4249946,3,5981.16,227849.23,221868.07,0.0,0.0,0
3786333,3786333,3,5925.8,197783.21,191857.41,0.0,0.0,0
91899,91899,1,258597.71,3060.0,0.0,1020378.54,1645986.43,0
554863,554863,3,6933.34,5541.0,0.0,0.0,0.0,0
4955140,4955140,3,6054.68,31152.0,25097.32,0.0,0.0,0
1896235,1896235,3,5704.25,104743.0,99038.75,0.0,0.0,0
1093944,1093944,3,27888.14,5565.0,0.0,0.0,0.0,0
2999846,2999846,1,89058.52,2545.0,0.0,0.0,89058.52,0
5965347,5965347,1,211323.66,4601.28,0.0,2337332.27,2548655.93,0
499832,499832,3,5546.12,120676.45,115130.33,0.0,0.0,0
4276034,4276034,4,912186.55,7925.0,0.0,1876697.86,2788884.4,0
4035025,4035025,3,5954.56,199767.45,193812.9,0.0,0.0,0
3539175,3539175,3,5891.09,12313.0,6421.91,0.0,0.0,0
6072141,6072141,3,6180.09,7328.09,1148.01,0.0,0.0,0
4205345,4205345,3,35600.02,5907.68,0.0,0.0,0.0,0
3819288,3819288,3,5930.55,204979.0,199048.45,0.0,0.0,0
230929,230929,1,352007.58,1654.0,0.0,19623.0,0.0,0
1831383,1831383,3,5692.06,30846.0,25153.94,0.0,0.0,0
5328075,5328075,3,6101.63,100650.0,94548.37,0.0,0.0,0
1020514,1020514,3,11233.54,5587.0,0.0,0.0,0.0,0
631070,631070,3,5555.61,21500.0,15944.39,0.0,0.0,0
3744370,3744370,3,5917.53,107742.0,101824.47,0.0,0.0,0
374157,374157,1,7015.71,2346.0,0.0,0.0,7015.71,0
4164321,4164321,1,176290.15,3988.0,0.0,1774056.25,1950346.4,0
3908010,3908010,3,5940.74,144555.0,138614.26,0.0,0.0,0
4346118,4346118,3,5981.63,12266.0,6284.37,0.0,0.0,0
82606,82606,3,5519.24,592744.22,587224.98,0.0,0.0,0
330923,330923,3,5520.97,16422.11,10901.14,0.0,0.0,0
5293673,5293673,3,9261.23,6084.0,0.0,0.0,0.0,0
1637332,1637332,3,5676.72,103527.14,97850.42,0.0,0.0,0
4229881,4229881,3,5970.57,21517.0,15546.43,0.0,0.0,0
443597,443597,1,2358.88,50437.0,48078.12,0.0,2358.88,0
2572512,2572512,3,5783.34,133556.76,127773.42,0.0,0.0,0
513713,513713,2,6986.97,51532.0,44545.03,3794489.6,3801476.56,0
6319916,6319916,4,333404.86,7932.1,0.0,673732.53,1007137.39,0
3572393,3572393,3,5898.02,64319.0,58420.98,0.0,0.0,0
5979216,5979216,3,6175.37,71828.0,65652.63,0.0,0.0,0
3890386,3890386,3,5933.23,50319.0,44385.77,0.0,0.0,0
4102425,4102425,1,273678.2,2439.0,0.0,0.0,273678.2,0
4803523,4803523,3,8429.18,6029.0,0.0,0.0,0.0,0
952537,952537,1,2415.67,11476.0,9060.33,0.0,2415.67,0
4549248,4549248,3,6021.07,319617.55,313596.48,0.0,0.0,0
4396077,4396077,4,2401606.32,4554.0,0.0,0.0,2401606.32,0
4035846,4035846,1,178692.25,7315.0,0.0,5961119.77,6139812.02,0
1880916,1880916,3,5703.87,146983.0,141279.13,0.0,0.0,0
4381255,4381255,3,5991.22,70484.0,64492.78,0.0,0.0,0
1297551,1297551,3,5632.48,11615.0,5982.52,0.0,0.0,0
2532976,2532976,3,5776.8,106107.67,100330.88,0.0,0.0,0
4364255,4364255,4,340108.6,9202.01,0.0,2558090.05,2898198.65,0
3528639,3528639,3,9379.62,5883.0,0.0,0.0,0.0,0
3612772,3612772,3,5897.3,21983.0,16085.7,0.0,0.0,0
4378346,4378346,3,5988.85,41156.0,35167.15,0.0,0.0,0
5319150,5319150,3,6095.71,11068.0,4972.29,0.0,0.0,0
270960,270960,1,132069.57,3050.0,0.0,1097867.91,1229981.21,0
1283199,1283199,1,3212.76,30177.0,26964.24,946542.03,949754.79,0
5701252,5701252,3,6156.67,346375.34,340218.66,0.0,0.0,0
2431674,2431674,3,5762.2,30005.0,24242.8,0.0,0.0,0
5344353,5344353,3,6117.86,386798.82,380680.97,0.0,0.0,0
5178411,5178411,3,13506.85,6066.0,0.0,0.0,0.0,0
3538666,3538666,3,5889.96,31516.85,25626.89,0.0,0.0,0
3597362,3597362,2,4318.27,27227.0,22908.73,6076.62,10394.89,0
2526648,2526648,3,5771.75,10568.0,4796.25,0.0,0.0,0
4964354,4964354,3,13620.09,6041.0,0.0,0.0,0.0,0
1532395,1532395,3,5662.95,86387.0,80724.05,0.0,0.0,0
4248854,4248854,1,335951.49,3808.0,0.0,1789799.5,2125750.99,0
5546137,5546137,3,6123.34,20716.0,14592.66,0.0,0.0,0
4671031,4671031,3,6022.75,30886.0,24863.25,0.0,0.0,0
1048406,1048406,3,5602.73,32379.0,26776.27,0.0,0.0,0
4934866,4934866,3,6058.84,159099.2,153040.36,0.0,0.0,0
229524,229524,3,5512.59,83292.0,77779.41,0.0,0.0,0
325546,325546,3,5524.54,141627.01,136102.47,0.0,0.0,0
6155440,6155440,1,76965.45,11476.0,0.0,10704268.8,10781234.25,0
2313951,2313951,3,5750.01,8709.43,2959.43,0.0,0.0,0
3527082,3527082,3,5890.04,20052.0,14161.96,0.0,0.0,0
3741268,3741268,3,5917.02,60878.0,54960.98,0.0,0.0,0
4475402,4475402,1,3070.04,21000.0,17929.96,309593.61,312663.65,0
1955897,1955897,2,6522.84,49548.0,43025.16,3007800.61,3014323.45,0
1344557,1344557,3,5634.91,10588.0,4953.09,0.0,0.0,0
6198465,6198465,3,6199.21,34875.49,28676.29,0.0,0.0,0
6169622,6169622,1,161343.87,5005.0,0.0,2736133.34,2897477.21,0
3454313,3454313,3,5904.13,471401.83,465497.7,0.0,0.0,0
4294309,4294309,1,260362.26,3394.39,0.0,1149599.44,1409961.7,0
1003575,1003575,3,5598.36,57223.0,51624.64,0.0,0.0,0
1686758,1686758,3,5682.97,171108.0,165425.03,0.0,0.0,0
5778104,5778104,1,3671.27,17012.0,13340.73,874225.32,877896.59,0
1048828,1048828,3,5602.01,20422.0,14819.99,0.0,0.0,0
1920429,1920429,2,4510.53,20986.0,16475.47,489302.15,493812.67,0
1191030,1191030,1,94026.41,2330.0,0.0,0.0,94026.41,0
1293577,1293577,3,5636.71,117276.2,111639.5,0.0,0.0,0
2054256,2054256,1,623879.76,4301.0,0.0,3182471.73,3806351.49,0
5841025,5841025,3,6160.76,83511.49,77350.73,0.0,0.0,0
4962165,4962165,3,16507.8,6035.0,0.0,0.0,0.0,0
2790715,2790715,3,5813.62,190891.0,185077.38,0.0,0.0,0
1066685,1066685,3,9879.63,5597.0,0.0,0.0,0.0,0
5144884,5144884,3,23041.9,6041.0,0.0,0.0,0.0,0
1201314,1201314,3,38600.31,5554.0,0.0,0.0,0.0,0
2838484,2838484,2,5188.21,18967.0,13778.79,1207001.37,1212189.58,0
1074065,1074065,1,211229.48,2166.0,0.0,0.0,211229.48,0
4675931,4675931,3,6058.18,739178.12,733119.94,0.0,0.0,0
3550025,3550025,3,5890.17,16003.0,10112.83,0.0,0.0,0
1172231,1172231,1,287462.04,2083.0,0.0,0.0,287462.04,0
2109209,2109209,3,5740.38,288796.75,283056.37,0.0,0.0,0
5575046,5575046,3,6128.1,92269.0,86140.9,0.0,0.0,0
2884139,2884139,3,5824.77,242724.63,236899.87,0.0,0.0,0
5060291,5060291,1,189466.66,2655.0,0.0,0.0,189466.66,0
1530653,1530653,3,5662.41,118131.0,112468.59,0.0,0.0,0
5867947,5867947,3,6160.99,49520.0,43359.01,0.0,0.0,0
2741244,2741244,3,5798.13,41158.0,35359.87,0.0,0.0,0
695835,695835,1,152366.7,2197.0,0.0,0.0,152366.7,0
474523,474523,3,12650.72,5521.0,0.0,0.0,0.0,0
2421101,2421101,3,5764.73,55316.0,49551.27,0.0,0.0,0
4724552,4724552,3,6027.3,10141.0,4113.7,0.0,0.0,0
4382330,4382330,3,13560.03,5973.0,0.0,0.0,0.0,0
1554659,1554659,1,284596.73,2154.0,0.0,28502.75,313099.48,0
3423413,3423413,3,5878.65,35293.0,29414.35,0.0,0.0,0
3397687,3397687,3,5877.45,80094.91,74217.46,0.0,0.0,0
5890471,5890471,3,6170.37,219409.24,213238.88,0.0,0.0,0
