,Unnamed: 0,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
2801113,2801113,4,574588.22,574588.22,0.0,0.0,0.0,1
2801114,2801114,1,574588.22,574588.22,0.0,0.0,574588.22,1
2801115,2801115,4,1123561.68,1123561.68,0.0,0.0,0.0,1
2801116,2801116,1,1123561.68,1123561.68,0.0,0.0,1123561.68,1
2801117,2801117,4,93708.08,93708.08,0.0,0.0,0.0,1
2801118,2801118,1,93708.08,93708.08,0.0,1535887.5,1629595.57,1
2801119,2801119,4,684174.46,684174.46,0.0,0.0,0.0,1
2801120,2801120,1,684174.46,684174.46,0.0,455610.6,1139785.06,1
2801121,2801121,4,35759.12,35759.12,0.0,0.0,0.0,1
2801122,2801122,1,35759.12,35759.12,0.0,528553.38,564312.49,1
2801123,2801123,4,211628.75,211628.75,0.0,0.0,0.0,1
2801124,2801124,1,211628.75,211628.75,0.0,23970.72,235599.46,1
2801125,2801125,4,1338487.47,1338487.47,0.0,0.0,0.0,1
2801126,2801126,1,1338487.47,1338487.47,0.0,0.0,1338487.47,1
2801127,2801127,4,1388774.78,1388774.78,0.0,0.0,0.0,1
2801128,2801128,1,1388774.78,1388774.78,0.0,411942.91,1800717.69,1
2801129,2801129,4,334890.91,334890.91,0.0,0.0,0.0,1
2801130,2801130,1,334890.91,334890.91,0.0,293880.5,628771.41,1
2801131,2801131,4,2308798.26,2308798.26,0.0,0.0,0.0,1
2801132,2801132,1,2308798.26,2308798.26,0.0,771002.6,3079800.87,1
2801133,2801133,4,468446.77,468446.77,0.0,0.0,0.0,1
2801134,2801134,1,468446.77,468446.77,0.0,0.0,468446.77,1
2801135,2801135,4,181588.3,181588.3,0.0,0.0,0.0,1
2801136,2801136,1,181588.3,181588.3,0.0,1983821.13,2165409.43,1
2801137,2801137,4,99316.36,99316.36,0.0,0.0,0.0,1
2801138,2801138,1,99316.36,99316.36,0.0,1229393.59,1328709.95,1
2801139,2801139,4,8111.09,8111.09,0.0,0.0,0.0,1
2801140,2801140,1,8111.09,8111.09,0.0,0.0,8111.09,1
2801141,2801141,4,8752000.36,8752000.36,0.0,0.0,0.0,1
2801142,2801142,1,8752000.36,8752000.36,0.0,2914790.85,11666791.2,1
2801143,2801143,4,107351.33,107351.33,0.0,0.0,0.0,1
2801144,2801144,1,107351.33,107351.33,0.0,3976355.4,4083706.73,1
2801145,2801145,4,1150717.15,1150717.15,0.0,0.0,0.0,1
2801146,2801146,1,1150717.15,1150717.15,0.0,39045.89,1189763.04,1
2805782,2805782,4,10276.87,10276.87,0.0,0.0,0.0,1
2805783,2805783,1,10276.87,10276.87,0.0,950042.35,960319.22,1
2810808,2810808,4,235075.62,235075.62,0.0,0.0,0.0,1
2810809,2810809,1,235075.62,235075.62,0.0,436894.35,310170.72,1
2812384,2812384,4,84703.87,84703.87,0.0,0.0,0.0,1
2812385,2812385,1,84703.87,84703.87,0.0,773479.2,858183.06,1
2812963,2812963,4,1385945.61,1385945.61,0.0,0.0,0.0,1
2812964,2812964,1,1385945.61,1385945.61,0.0,446776.76,1832722.37,1
2813126,2813126,4,476321.8,476321.8,0.0,0.0,0.0,1
2813127,2813127,1,476321.8,476321.8,0.0,0.0,476321.8,1
2814083,2814083,4,74447.11,74447.11,0.0,0.0,0.0,1
2814084,2814084,1,74447.11,74447.11,0.0,0.0,74447.11,1
2820503,2820503,4,82869.09,82869.09,0.0,0.0,0.0,1
2820504,2820504,1,82869.09,82869.09,0.0,104258.05,187127.14,1
2826945,2826945,4,9960382.4,9960382.4,0.0,0.0,0.0,1
2826946,2826946,1,9960382.4,9960382.4,0.0,95048.58,10055430.98,1
2828147,2828147,4,1231309.64,1231309.64,0.0,0.0,0.0,1
2828148,2828148,1,1231309.64,1231309.64,0.0,27650.97,1258960.61,1
2833679,2833679,4,195708.55,195708.55,0.0,0.0,0.0,1
2833680,2833680,1,195708.55,195708.55,0.0,5705050.51,5900759.07,1
2834679,2834679,4,5772.0,5772.0,0.0,0.0,0.0,1
2834680,2834680,1,5772.0,5772.0,0.0,252750.28,258522.28,1
2835494,2835494,4,29174.8,29174.8,0.0,0.0,0.0,1
2835495,2835495,1,29174.8,29174.8,0.0,4093.57,33268.36,1
2849894,2849894,4,114889.61,114889.61,0.0,0.0,0.0,1
2849895,2849895,1,114889.61,114889.61,0.0,668801.8,783691.4,1
2849999,2849999,4,176007.37,176007.37,0.0,0.0,0.0,1
2850000,2850000,1,176007.37,176007.37,0.0,0.0,176007.37,1
2852554,2852554,4,4075956.58,4075956.58,0.0,0.0,0.0,1
2852555,2852555,1,4075956.58,4075956.58,0.0,79992.36,4155948.94,1
2860101,2860101,4,1162155.11,1162155.11,0.0,0.0,0.0,1
2860102,2860102,1,1162155.11,1162155.11,0.0,2402312.87,3564467.98,1
2875498,2875498,4,210.92,210.92,0.0,0.0,0.0,1
2875499,2875499,1,210.92,210.92,0.0,3437310.4,3437521.31,1
2875795,2875795,4,182666.85,182666.85,0.0,0.0,0.0,1
2875796,2875796,1,182666.85,182666.85,0.0,51743.92,234410.77,1
2877601,2877601,4,2815893.17,2815893.17,0.0,0.0,0.0,1
2877602,2877602,1,2815893.17,2815893.17,0.0,104430.53,2920323.7,1
2881996,2881996,4,355151.57,355151.57,0.0,0.0,0.0,1
2881997,2881997,1,355151.57,355151.57,0.0,1963631.51,2318783.07,1
2885346,2885346,4,120491.56,120491.56,0.0,0.0,0.0,1
2885347,2885347,1,120491.56,120491.56,0.0,0.0,120491.56,1
2889224,2889224,4,266836.35,266836.35,0.0,0.0,0.0,1
2889225,2889225,1,266836.35,266836.35,0.0,69105.61,335941.96,1
2897550,2897550,4,10000000.0,10497526.17,497526.17,0.0,0.0,1
2897551,2897551,1,10000000.0,10000000.0,0.0,0.0,10000000.0,1
2897552,2897552,4,497526.17,497526.17,0.0,0.0,0.0,1
2897553,2897553,1,497526.17,497526.17,0.0,0.0,497526.17,1
2898703,2898703,4,1323909.85,1323909.85,0.0,0.0,0.0,1
2898704,2898704,1,1323909.85,1323909.85,0.0,1010731.91,2334641.76,1
2900070,2900070,4,2874626.02,2874626.02,0.0,0.0,0.0,1
2900071,2900071,1,2874626.02,2874626.02,0.0,60869.24,2935495.26,1
2901378,2901378,4,4526748.52,4526748.52,0.0,0.0,0.0,1
2901379,2901379,1,4526748.52,4526748.52,0.0,416831.26,4943579.77,1
2911617,2911617,4,38580.45,38580.45,0.0,0.0,0.0,1
2911618,2911618,1,38580.45,38580.45,0.0,335633.03,374213.48,1
2925154,2925154,4,143332.0,143332.0,0.0,0.0,0.0,1
2925155,2925155,1,143332.0,143332.0,0.0,482652.15,716367.34,1
2932772,2932772,4,780066.22,780066.22,0.0,0.0,0.0,1
2932773,2932773,1,780066.22,780066.22,0.0,105671.95,885738.18,1
2934524,2934524,4,37019.04,37019.04,0.0,0.0,0.0,1
2934525,2934525,1,37019.04,37019.04,0.0,52812.32,89831.35,1
2937748,2937748,4,102009.37,102009.37,0.0,0.0,0.0,1
2937749,2937749,1,102009.37,102009.37,0.0,27348.12,129357.48,1
2943793,2943793,4,114169.66,114169.66,0.0,0.0,0.0,1
2943794,2943794,1,114169.66,114169.66,0.0,80478.74,194648.4,1
2945798,2945798,4,48078.85,48078.85,0.0,0.0,0.0,1
2945799,2945799,1,48078.85,48078.85,0.0,288760.9,336839.74,1
2946481,2946481,1,40611.22,0.0,0.0,0.0,40611.22,1
2946766,2946766,4,10000000.0,13774746.08,3774746.08,0.0,0.0,1
2946767,2946767,1,10000000.0,10000000.0,0.0,0.0,10000000.0,1
2946768,2946768,4,3774746.08,3774746.08,0.0,0.0,0.0,1
2946769,2946769,1,3774746.08,3774746.08,0.0,55231.27,3829977.34,1
2947671,2947671,4,1112204.51,1112204.51,0.0,0.0,0.0,1
2947672,2947672,1,1112204.51,1112204.51,0.0,0.0,1112204.51,1
2955437,2955437,4,2326251.51,2326251.51,0.0,0.0,0.0,1
2955438,2955438,1,2326251.51,2326251.51,0.0,37662.1,2363913.61,1
2955662,2955662,4,1827209.07,1827209.07,0.0,0.0,0.0,1
2955663,2955663,1,1827209.07,1827209.07,0.0,944687.45,2771896.52,1
2969671,2969671,4,105080.35,105080.35,0.0,0.0,0.0,1
2969672,2969672,1,105080.35,105080.35,0.0,1949100.08,2054180.43,1
2973346,2973346,4,13962.0,13962.0,0.0,0.0,0.0,1
2973347,2973347,1,13962.0,13962.0,0.0,0.0,13962.0,1
2973738,2973738,4,1638865.05,1638865.05,0.0,0.0,0.0,1
2973739,2973739,1,1638865.05,1638865.05,0.0,0.0,1638865.05,1
2975525,2975525,4,273821.76,273821.76,0.0,0.0,0.0,1
2975526,2975526,1,273821.76,273821.76,0.0,0.0,273821.76,1
2976140,2976140,4,317787.12,317787.12,0.0,0.0,372227.52,1
2976141,2976141,1,317787.12,317787.12,0.0,11292122.38,11609909.5,1
2982687,2982687,4,261331.82,261331.82,0.0,0.0,0.0,1
2982688,2982688,1,261331.82,261331.82,0.0,32063.09,293394.92,1
2983493,2983493,1,94372.61,0.0,0.0,471783.48,566156.08,1
2986112,2986112,4,400758.85,400758.85,0.0,0.0,0.0,1
2986113,2986113,1,400758.85,400758.85,0.0,2210854.46,4090444.07,1
2989623,2989623,4,6029387.26,6029387.26,0.0,0.0,0.0,1
2989624,2989624,1,6029387.26,6029387.26,0.0,662435.69,6691822.95,1
2993153,2993153,4,33302.96,33302.96,0.0,0.0,0.0,1
2993154,2993154,1,33302.96,33302.96,0.0,0.0,33302.96,1
2994101,2994101,4,1454888.86,1454888.86,0.0,0.0,0.0,1
2994102,2994102,1,1454888.86,1454888.86,0.0,278158.89,1733047.75,1
2995385,2995385,4,2898.09,2898.09,0.0,0.0,0.0,1
2995386,2995386,1,2898.09,2898.09,0.0,741450.85,744348.94,1
3014547,3014547,4,570135.07,570135.07,0.0,0.0,0.0,1
3014548,3014548,1,570135.07,570135.07,0.0,3047426.94,3617562.01,1
3015433,3015433,4,3017156.01,3017156.01,0.0,0.0,0.0,1
3015434,3015434,1,3017156.01,3017156.01,0.0,81318.2,3098474.2,1
3019271,3019271,4,157353.39,157353.39,0.0,0.0,0.0,1
3019272,3019272,1,157353.39,157353.39,0.0,5073663.48,5231016.86,1
3023147,3023147,4,37357.32,37357.32,0.0,0.0,0.0,1
3023148,3023148,1,37357.32,37357.32,0.0,0.0,37357.32,1
3026524,3026524,4,597411.76,597411.76,0.0,0.0,0.0,1
3026525,3026525,1,597411.76,597411.76,0.0,2035697.45,2633109.21,1
3027737,3027737,4,48156.69,48156.69,0.0,0.0,0.0,1
3027738,3027738,1,48156.69,48156.69,0.0,132064.21,180220.9,1
3029019,3029019,4,122090.79,122090.79,0.0,0.0,0.0,1
3029020,3029020,1,122090.79,122090.79,0.0,0.0,122090.79,1
3031112,3031112,4,592443.66,592443.66,0.0,0.0,0.0,1
3031113,3031113,1,592443.66,592443.66,0.0,69752.66,662196.32,1
3033605,3033605,4,80336.26,80336.26,0.0,0.0,0.0,1
3033606,3033606,1,80336.26,80336.26,0.0,7378477.13,7458813.39,1
3036096,3036096,4,225923.37,225923.37,0.0,0.0,0.0,1
3036097,3036097,1,225923.37,225923.37,0.0,3140128.43,3366051.8,1
3039580,3039580,4,120385.1,120385.1,0.0,0.0,0.0,1
3039581,3039581,1,120385.1,120385.1,0.0,0.0,120385.1,1
3040665,3040665,4,210691.92,210691.92,0.0,0.0,0.0,1
3040666,3040666,1,210691.92,210691.92,0.0,93393.33,304085.25,1
3055709,3055709,4,470922.15,470922.15,0.0,0.0,0.0,1
3055710,3055710,1,470922.15,470922.15,0.0,0.0,470922.15,1
3064880,3064880,4,450489.27,450489.27,0.0,0.0,0.0,1
3064881,3064881,1,450489.27,450489.27,0.0,122047.64,572536.91,1
3064960,3064960,4,264949.69,264949.69,0.0,0.0,0.0,1
3064961,3064961,1,264949.69,264949.69,0.0,0.0,264949.69,1
3071553,3071553,4,638487.85,638487.85,0.0,0.0,0.0,1
3071554,3071554,1,638487.85,638487.85,0.0,0.0,638487.85,1
3081034,3081034,4,2684260.67,2684260.67,0.0,0.0,0.0,1
3081035,3081035,1,2684260.67,2684260.67,0.0,1670682.51,4354943.18,1
3105810,3105810,4,4814.69,4814.69,0.0,0.0,0.0,1
3105811,3105811,1,4814.69,4814.69,0.0,0.0,4814.69,1
3106111,3106111,4,309958.79,309958.79,0.0,0.0,0.0,1
3106112,3106112,1,309958.79,309958.79,0.0,0.0,247510.12,1
3111586,3111586,4,1369544.19,1369544.19,0.0,0.0,0.0,1
3111587,3111587,1,1369544.19,1369544.19,0.0,571360.19,1940904.38,1
3115165,3115165,4,67050.5,67050.5,0.0,0.0,0.0,1
3115166,3115166,1,67050.5,67050.5,0.0,0.0,67050.5,1
3132354,3132354,4,968651.23,968651.23,0.0,0.0,0.0,1
3132355,3132355,1,968651.23,968651.23,0.0,0.0,719852.88,1
3137120,3137120,4,1418198.25,1418198.25,0.0,0.0,0.0,1
3137121,3137121,1,1418198.25,1418198.25,0.0,1488632.5,2906830.75,1
3143901,3143901,4,75708.87,75708.87,0.0,0.0,0.0,1
3143902,3143902,1,75708.87,75708.87,0.0,4816.38,80525.25,1
3148384,3148384,4,4121986.59,4121986.59,0.0,0.0,0.0,1
3148385,3148385,1,4121986.59,4121986.59,0.0,0.0,4121986.59,1
3151053,3151053,4,106681.18,106681.18,0.0,0.0,0.0,1
3151054,3151054,1,106681.18,106681.18,0.0,0.0,106681.18,1
3157782,3157782,4,1503034.86,1503034.86,0.0,0.0,0.0,1
3157783,3157783,1,1503034.86,1503034.86,0.0,18125.1,1521159.97,1
3160916,3160916,4,321241.84,321241.84,0.0,0.0,0.0,1
3160917,3160917,1,321241.84,321241.84,0.0,0.0,321241.84,1
3163672,3163672,4,10000000.0,23924102.18,13924102.18,0.0,0.0,1
3163673,3163673,1,10000000.0,10000000.0,0.0,1188309.53,11188309.53,1
3163674,3163674,4,10000000.0,13924102.18,3924102.18,0.0,0.0,1
3163675,3163675,1,10000000.0,10000000.0,0.0,13009399.24,23009399.24,1
3163676,3163676,4,3924102.18,3924102.18,0.0,0.0,0.0,1
3163677,3163677,1,3924102.18,3924102.18,0.0,0.0,3924102.18,1
3171491,3171491,4,65091.34,65091.34,0.0,0.0,0.0,1
3171492,3171492,1,65091.34,65091.34,0.0,0.0,65091.34,1
3173127,3173127,4,237567.35,237567.35,0.0,0.0,0.0,1
3173128,3173128,1,237567.35,237567.35,0.0,388830.36,626397.72,1
3173833,3173833,4,10000000.0,15274773.52,5274773.52,0.0,0.0,1
3173834,3173834,1,10000000.0,10000000.0,0.0,261802.02,10261802.02,1
3173835,3173835,4,5274773.52,5274773.52,0.0,0.0,0.0,1
3173836,3173836,1,5274773.52,5274773.52,0.0,346223.18,5620996.7,1
3175516,3175516,4,240899.12,240899.12,0.0,0.0,0.0,1
3175517,3175517,1,240899.12,240899.12,0.0,85009.83,325908.95,1
3176665,3176665,4,134313.22,134313.22,0.0,0.0,0.0,1
3176666,3176666,1,134313.22,134313.22,0.0,0.0,134313.22,1
3176979,3176979,4,1530.84,1530.84,0.0,0.0,0.0,1
3176980,3176980,1,1530.84,1530.84,0.0,1049107.41,1050638.25,1
3179194,3179194,4,487572.45,487572.45,0.0,0.0,0.0,1
3179195,3179195,1,487572.45,487572.45,0.0,22069.46,509641.91,1
3179508,3179508,4,63944.13,63944.13,0.0,0.0,0.0,1
3179509,3179509,1,63944.13,63944.13,0.0,3034987.39,3098931.52,1
3181432,3181432,4,71867.47,71867.47,0.0,0.0,0.0,1
3181433,3181433,1,71867.47,71867.47,0.0,71658.84,143526.32,1
3182791,3182791,4,425221.11,425221.11,0.0,0.0,0.0,1
3182792,3182792,1,425221.11,425221.11,0.0,1107020.73,1532241.85,1
3183427,3183427,4,495991.64,495991.64,0.0,0.0,0.0,1
3183428,3183428,1,495991.64,495991.64,0.0,0.0,495991.64,1
3186834,3186834,4,723782.37,723782.37,0.0,0.0,0.0,1
3186835,3186835,1,723782.37,723782.37,0.0,0.0,723782.37,1
3187146,3187146,4,2058961.66,2058961.66,0.0,0.0,0.0,1
3187147,3187147,1,2058961.66,2058961.66,0.0,16244.5,2075206.16,1
3187327,3187327,4,1782737.6,1782737.6,0.0,0.0,0.0,1
3187328,3187328,1,1782737.6,1782737.6,0.0,7355794.78,9138532.38,1
3187433,3187433,4,103949.5,103949.5,0.0,0.0,0.0,1
3187434,3187434,1,103949.5,103949.5,0.0,0.0,103949.5,1
3187683,3187683,4,74076.48,74076.48,0.0,0.0,0.0,1
3187684,3187684,1,74076.48,74076.48,0.0,526175.63,600252.1,1
3188013,3188013,4,806850.06,806850.06,0.0,0.0,0.0,1
3188014,3188014,1,806850.06,806850.06,0.0,2045274.33,2852124.39,1
3188081,3188081,4,248962.83,248962.83,0.0,0.0,0.0,1
3188082,3188082,1,248962.83,248962.83,0.0,0.0,248962.83,1
3191271,3191271,4,1061482.24,1061482.24,0.0,0.0,0.0,1
3191272,3191272,1,1061482.24,1061482.24,0.0,122332.23,1183814.46,1
3191414,3191414,4,128718.59,128718.59,0.0,0.0,0.0,1
3191415,3191415,1,128718.59,128718.59,0.0,3511282.2,3640000.79,1
3191738,3191738,4,1282731.68,1282731.68,0.0,0.0,0.0,1
3191739,3191739,1,1282731.68,1282731.68,0.0,0.0,1282731.68,1
3191794,3191794,4,470956.59,470956.59,0.0,0.0,0.0,1
3191795,3191795,1,470956.59,470956.59,0.0,0.0,470956.59,1
3192026,3192026,4,657417.64,657417.64,0.0,0.0,0.0,1
3192027,3192027,1,657417.64,657417.64,0.0,0.0,657417.64,1
3192127,3192127,4,989966.55,989966.55,0.0,0.0,0.0,1
3192128,3192128,1,989966.55,989966.55,0.0,0.0,989966.55,1
3192183,3192183,4,325470.07,325470.07,0.0,0.0,0.0,1
3192184,3192184,1,325470.07,325470.07,0.0,19771.15,345241.22,1
3192344,3192344,4,110344.11,110344.11,0.0,0.0,0.0,1
3192345,3192345,1,110344.11,110344.11,0.0,127320.42,237664.52,1
3192449,3192449,4,57734.59,57734.59,0.0,0.0,0.0,1
3192450,3192450,1,57734.59,57734.59,0.0,0.0,57734.59,1
3192895,3192895,4,428174.7,428174.7,0.0,0.0,0.0,1
3192896,3192896,1,428174.7,428174.7,0.0,63746.81,491921.52,1
3192914,3192914,4,3210027.48,3210027.48,0.0,0.0,0.0,1
3192915,3192915,1,3210027.48,3210027.48,0.0,0.0,3210027.48,1
3192961,3192961,4,3139423.35,3139423.35,0.0,0.0,0.0,1
3192962,3192962,1,3139423.35,3139423.35,0.0,2593641.94,5733065.29,1
3193079,3193079,4,509985.31,509985.31,0.0,0.0,0.0,1
3193080,3193080,1,509985.31,509985.31,0.0,0.0,509985.31,1
3193183,3193183,4,1290193.08,1290193.08,0.0,0.0,0.0,1
3193184,3193184,1,1290193.08,1290193.08,0.0,0.0,1290193.08,1
3193185,3193185,4,793886.87,793886.87,0.0,0.0,0.0,1
3193186,3193186,1,793886.87,793886.87,0.0,1841967.2,2635854.07,1
3193187,3193187,4,5044147.53,5044147.53,0.0,0.0,0.0,1
3193188,3193188,1,5044147.53,5044147.53,0.0,0.0,5044147.53,1
3193189,3193189,4,995710.58,995710.58,0.0,0.0,0.0,1
3193190,3193190,1,995710.58,995710.58,0.0,396838.56,1392549.14,1
3193191,3193191,4,4252656.95,4252656.95,0.0,0.0,0.0,1
3193192,3193192,1,4252656.95,4252656.95,0.0,0.0,4252656.95,1
3193193,3193193,4,4448598.93,4448598.93,0.0,0.0,0.0,1
3193194,3193194,1,4448598.93,4448598.93,0.0,3196304.6,7644903.53,1
3193195,3193195,4,2424380.16,2424380.16,0.0,0.0,0.0,1
3193196,3193196,1,2424380.16,2424380.16,0.0,509474.11,2933854.27,1
3193197,3193197,4,53338.82,53338.82,0.0,0.0,0.0,1
3193198,3193198,1,53338.82,53338.82,0.0,982332.85,1035671.67,1
3193199,3193199,4,1946.74,1946.74,0.0,0.0,0.0,1
3193200,3193200,1,1946.74,1946.74,0.0,403800.11,405746.85,1
3193201,3193201,4,2468740.94,2468740.94,0.0,0.0,0.0,1
3193202,3193202,1,2468740.94,2468740.94,0.0,0.0,2468740.94,1
3193203,3193203,4,124311.57,124311.57,0.0,0.0,0.0,1
3193204,3193204,1,124311.57,124311.57,0.0,116019.29,240330.86,1
3193205,3193205,4,688034.32,688034.32,0.0,0.0,0.0,1
3193206,3193206,1,688034.32,688034.32,0.0,0.0,688034.32,1
3193207,3193207,4,14343.03,14343.03,0.0,0.0,0.0,1
3193208,3193208,1,14343.03,14343.03,0.0,2842416.71,2856759.75,1
3193209,3193209,4,831725.76,831725.76,0.0,0.0,0.0,1
3193210,3193210,1,831725.76,831725.76,0.0,9544.26,841270.02,1
3193211,3193211,4,802421.39,802421.39,0.0,0.0,0.0,1
3193212,3193212,1,802421.39,802421.39,0.0,11846261.68,12648683.06,1
3193213,3193213,4,2025628.87,2025628.87,0.0,0.0,0.0,1
3193214,3193214,1,2025628.87,2025628.87,0.0,914254.52,2939883.39,1
3193215,3193215,4,76646.05,76646.05,0.0,0.0,0.0,1
3193216,3193216,1,76646.05,76646.05,0.0,0.0,76646.05,1
3193217,3193217,4,333082.71,333082.71,0.0,0.0,0.0,1
3193218,3193218,1,333082.71,333082.71,0.0,122730.47,455813.18,1
3193219,3193219,4,10000000.0,14011314.1,4011314.1,0.0,0.0,1
3193220,3193220,1,10000000.0,10000000.0,0.0,9522166.24,19522166.24,1
3193221,3193221,4,4011314.1,4011314.1,0.0,0.0,0.0,1
3193222,3193222,1,4011314.1,4011314.1,0.0,229237.42,4240551.52,1
3193223,3193223,4,65761.13,65761.13,0.0,0.0,0.0,1
3193224,3193224,1,65761.13,65761.13,0.0,197135.39,262896.52,1
3193225,3193225,4,18035.14,18035.14,0.0,0.0,0.0,1
3193226,3193226,1,18035.14,18035.14,0.0,0.0,18035.14,1
3193227,3193227,4,26776.98,26776.98,0.0,0.0,0.0,1
3193228,3193228,1,26776.98,26776.98,0.0,0.0,26776.98,1
3196085,3196085,4,3879669.76,3879669.76,0.0,0.0,0.0,1
3196086,3196086,1,3879669.76,3879669.76,0.0,621931.51,4501601.27,1
3196165,3196165,4,271229.8,271229.8,0.0,0.0,0.0,1
3196166,3196166,1,271229.8,271229.8,0.0,566471.82,837701.62,1
3198626,3198626,4,56013.0,56013.0,0.0,0.0,0.0,1
3198627,3198627,1,56013.0,56013.0,0.0,407565.28,463578.28,1
3199995,3199995,4,90915.0,90915.0,0.0,0.0,0.0,1
3199996,3199996,1,90915.0,90915.0,0.0,1912137.27,2003052.26,1
3204449,3204449,4,4720554.95,4720554.95,0.0,0.0,0.0,1
3204450,3204450,1,4720554.95,4720554.95,0.0,222987.58,4943542.53,1
3204610,3204610,4,3138.25,3138.25,0.0,0.0,0.0,1
3204611,3204611,1,3138.25,3138.25,0.0,249297.18,252435.43,1
3208444,3208444,4,299298.5,299298.5,0.0,0.0,0.0,1
3208445,3208445,1,299298.5,299298.5,0.0,30615.0,329913.5,1
3208637,3208637,4,369448.2,369448.2,0.0,0.0,0.0,1
3208638,3208638,1,369448.2,369448.2,0.0,0.0,369448.2,1
3209459,3209459,4,56847.17,56847.17,0.0,0.0,0.0,1
3209460,3209460,1,56847.17,56847.17,0.0,90721.64,147568.81,1
3211990,3211990,4,2085019.56,2085019.56,0.0,0.0,0.0,1
3211991,3211991,1,2085019.56,2085019.56,0.0,152830.87,2237850.44,1
3212803,3212803,4,12855.05,12855.05,0.0,0.0,0.0,1
3212804,3212804,1,12855.05,12855.05,0.0,2753536.73,2766391.78,1
3213722,3213722,4,358440.67,358440.67,0.0,0.0,0.0,1
3213723,3213723,1,358440.67,358440.67,0.0,107972.49,466413.16,1
3214344,3214344,4,10000000.0,11306690.61,1306690.61,0.0,0.0,1
3214345,3214345,1,10000000.0,10000000.0,0.0,0.0,10000000.0,1
3214346,3214346,4,1306690.61,1306690.61,0.0,0.0,0.0,1
3214347,3214347,1,1306690.61,1306690.61,0.0,108351.28,1415041.89,1
3216460,3216460,4,174683.34,174683.34,0.0,0.0,0.0,1
3216461,3216461,1,174683.34,174683.34,0.0,449036.7,623720.04,1
3220577,3220577,4,213463.32,213463.32,0.0,0.0,0.0,1
3220578,3220578,1,213463.32,213463.32,0.0,0.0,115035.59,1
3221119,3221119,4,114827.36,114827.36,0.0,0.0,0.0,1
3221120,3221120,1,114827.36,114827.36,0.0,0.0,114827.36,1
3222407,3222407,4,52795.24,52795.24,0.0,0.0,0.0,1
3222408,3222408,1,52795.24,52795.24,0.0,61166.14,113961.38,1
3228962,3228962,4,2374490.77,2374490.77,0.0,0.0,0.0,1
3228963,3228963,1,2374490.77,2374490.77,0.0,1429190.9,3803681.67,1
3230305,3230305,4,177217.55,177217.55,0.0,0.0,0.0,1
3230306,3230306,1,177217.55,177217.55,0.0,1086981.95,1264199.5,1
3245557,3245557,4,156039.36,156039.36,0.0,0.0,0.0,1
3245558,3245558,1,156039.36,156039.36,0.0,0.0,156039.36,1
3247291,3247291,4,10000000.0,31343002.08,21343002.08,0.0,0.0,1
3247292,3247292,1,10000000.0,10000000.0,0.0,147964.13,10147964.13,1
3247293,3247293,4,10000000.0,21343002.08,11343002.08,0.0,0.0,1
3247294,3247294,1,10000000.0,10000000.0,0.0,107593.45,10107593.45,1
3247295,3247295,4,10000000.0,11343002.08,1343002.08,0.0,0.0,1
3247296,3247296,1,10000000.0,10000000.0,0.0,1640761.93,11640761.93,1
3247297,3247297,4,1343002.08,1343002.08,1343002.08,0.0,0.0,1
3247298,3247298,1,0.0,0.0,0.0,0.0,0.0,1
3251862,3251862,4,8276235.5,8276235.5,0.0,0.0,0.0,1
3251863,3251863,1,8276235.5,8276235.5,0.0,190006.69,8466242.19,1
3257998,3257998,4,345425.57,345425.57,0.0,0.0,0.0,1
3257999,3257999,1,345425.57,345425.57,0.0,208488.9,553914.47,1
3267054,3267054,4,82112.74,82112.74,0.0,0.0,0.0,1
3267055,3267055,1,82112.74,82112.74,0.0,7968.15,90080.89,1
3271320,3271320,4,609416.21,609416.21,0.0,0.0,0.0,1
3271321,3271321,1,609416.21,609416.21,0.0,4316293.87,4925710.08,1
3273907,3273907,4,2693520.61,2693520.61,0.0,0.0,0.0,1
3273908,3273908,1,2693520.61,2693520.61,0.0,2505748.79,5199269.41,1
3288938,3288938,4,76200.04,76200.04,0.0,0.0,0.0,1
3288939,3288939,1,76200.04,76200.04,0.0,0.0,76200.04,1
3320846,3320846,4,690510.31,690510.31,0.0,0.0,0.0,1
3320847,3320847,1,690510.31,690510.31,0.0,53206.61,743716.92,1
3328118,3328118,4,157628.35,157628.35,0.0,0.0,0.0,1
3328119,3328119,1,157628.35,157628.35,0.0,17051087.32,17208715.67,1
3339185,3339185,4,168622.3,168622.3,0.0,0.0,0.0,1
3339186,3339186,1,168622.3,168622.3,0.0,941451.87,1110074.16,1
3340741,3340741,4,168455.76,168455.76,0.0,0.0,0.0,1
3340742,3340742,1,168455.76,168455.76,0.0,468448.82,636904.58,1
3343333,3343333,4,2415826.18,2415826.18,0.0,0.0,0.0,1
3343334,3343334,1,2415826.18,2415826.18,0.0,389260.33,2805086.51,1
3361765,3361765,4,541115.02,541115.02,0.0,0.0,0.0,1
3361766,3361766,1,541115.02,541115.02,0.0,51607.15,592722.17,1
3362343,3362343,4,591159.5,591159.5,0.0,0.0,0.0,1
3362344,3362344,1,591159.5,591159.5,0.0,0.0,591159.5,1
3363956,3363956,4,653949.74,653949.74,0.0,0.0,0.0,1
3363957,3363957,1,653949.74,653949.74,0.0,1404475.93,2058425.67,1
3369092,3369092,4,900362.48,900362.48,0.0,0.0,0.0,1
3369093,3369093,1,900362.48,900362.48,0.0,0.0,900362.48,1
